symbol,review_status,requirement_status,documentation_status,layer,feature_group,checked,rationale,source_url,notes
CONFIG_ACPI_REV_OVERRIDE_POSSIBLE,REVIEWED,DEFERRED,DOCUMENTED_SCENARIO,OPTIONAL,held-parent-default,1,Held at K-HVCORE-001 value n to prevent unrelated defaults from widening K-HOSTCHAN-001.,https://github.com/microsoft/WSL2-Linux-Kernel/tree/14794180686c2fb6307fbe359c359bec765249f3,
CONFIG_ACPI_RIMT,TODO,UNRESOLVED,,,,0,,,
CONFIG_ACPI_SBS,TODO,UNRESOLVED,,,,0,,,
CONFIG_ACPI_SLEEP,TODO,UNRESOLVED,,,,0,,,
CONFIG_ACPI_SPCR_TABLE,REVIEWED,DEFERRED,DOCUMENTED_SCENARIO,OPTIONAL,held-parent-default,1,Held at K-HVCORE-001 value n to prevent unrelated defaults from widening K-HOSTCHAN-001.,https://github.com/microsoft/WSL2-Linux-Kernel/tree/14794180686c2fb6307fbe359c359bec765249f3,
CONFIG_ACPI_SYSTEM_POWER_STATES_SUPPORT,REVIEWED,TRANSITIVE,DOCUMENTED_PLATFORM,HYPERV,hyperv-platform-enumeration,1,Kconfig-enabled ACPI/platform closure in K-HOSTCHAN-001; not independently requested or claimed required.,https://github.com/microsoft/WSL2-Linux-Kernel/blob/14794180686c2fb6307fbe359c359bec765249f3/drivers/acpi/Kconfig,
CONFIG_ACPI_TABLE_LIB,TODO,UNRESOLVED,,,,0,,,
CONFIG_ACPI_TABLE_OVERRIDE_VIA_BUILTIN_INITRD,TODO,UNRESOLVED,,,,0,,,
CONFIG_ACPI_TABLE_UPGRADE,REVIEWED,DEFERRED,DOCUMENTED_SCENARIO,OPTIONAL,held-parent-default,1,Held at K-HVCORE-001 value n to prevent unrelated defaults from widening K-HOSTCHAN-001.,https://github.com/microsoft/WSL2-Linux-Kernel/tree/14794180686c2fb6307fbe359c359bec765249f3,
CONFIG_ACPI_TAD,TODO,UNRESOLVED,,,,0,,,
CONFIG_ACPI_THERMAL,REVIEWED,DEFERRED,DOCUMENTED_SCENARIO,OPTIONAL,held-parent-default,1,Held at K-HVCORE-001 value n to prevent unrelated defaults from widening K-HOSTCHAN-001.,https://github.com/microsoft/WSL2-Linux-Kernel/tree/14794180686c2fb6307fbe359c359bec765249f3,
CONFIG_ACPI_THERMAL_LIB,TODO,UNRESOLVED,,,,0,,,
CONFIG_ACPI_THERMAL_REL,TODO,UNRESOLVED,,,,0,,,
CONFIG_ACPI_TINY_POWER_BUTTON,TODO,UNRESOLVED,,,,0,,,
CONFIG_ACPI_TINY_POWER_BUTTON_SIGNAL,TODO,UNRESOLVED,,,,0,,,
CONFIG_ACPI_TOSHIBA,TODO,UNRESOLVED,,,,0,,,
CONFIG_ACPI_VIDEO,TODO,UNRESOLVED,,,,0,,,
CONFIG_ACPI_VIOT,TODO,UNRESOLVED,,,,0,,,
CONFIG_ACPI_WATCHDOG,TODO,UNRESOLVED,,,,0,,,
CONFIG_ACPI_WMI,TODO,UNRESOLVED,,,,0,,,
CONFIG_ACPI_WMI_LEGACY_DEVICE_NAMES,TODO,UNRESOLVED,,,,0,,,
CONFIG_ACQUIRE_WDT,TODO,UNRESOLVED,,,,0,,,
CONFIG_ACRN_GUEST,TODO,UNRESOLVED,,,,0,,,
CONFIG_ACRN_HSM,TODO,UNRESOLVED,,,,0,,,
CONFIG_AD2S1200,TODO,UNRESOLVED,,,,0,,,
CONFIG_AD2S1210,TODO,UNRESOLVED,,,,0,,,
CONFIG_AD2S90,TODO,UNRESOLVED,,,,0,,,
CONFIG_AD3530R,TODO,UNRESOLVED,,,,0,,,
CONFIG_AD3552R,TODO,UNRESOLVED,,,,0,,,
CONFIG_AD3552R_HS,TODO,UNRESOLVED,,,,0,,,
CONFIG_AD3552R_LIB,TODO,UNRESOLVED,,,,0,,,
CONFIG_AD4000,TODO,UNRESOLVED,,,,0,,,
CONFIG_AD4030,TODO,UNRESOLVED,,,,0,,,
CONFIG_AD4080,TODO,UNRESOLVED,,,,0,,,
CONFIG_AD4130,TODO,UNRESOLVED,,,,0,,,
CONFIG_AD4170_4,TODO,UNRESOLVED,,,,0,,,
CONFIG_AD4695,TODO,UNRESOLVED,,,,0,,,
CONFIG_AD4851,TODO,UNRESOLVED,,,,0,,,
CONFIG_AD5064,TODO,UNRESOLVED,,,,0,,,
CONFIG_AD5110,TODO,UNRESOLVED,,,,0,,,
CONFIG_AD525X_DPOT,TODO,UNRESOLVED,,,,0,,,
CONFIG_AD525X_DPOT_I2C,TODO,UNRESOLVED,,,,0,,,
CONFIG_AD525X_DPOT_SPI,TODO,UNRESOLVED,,,,0,,,
CONFIG_AD5272,TODO,UNRESOLVED,,,,0,,,
CONFIG_AD5360,TODO,UNRESOLVED,,,,0,,,
CONFIG_AD5380,TODO,UNRESOLVED,,,,0,,,
CONFIG_AD5421,TODO,UNRESOLVED,,,,0,,,
CONFIG_AD5446,TODO,UNRESOLVED,,,,0,,,
CONFIG_AD5449,TODO,UNRESOLVED,,,,0,,,
CONFIG_AD5504,TODO,UNRESOLVED,,,,0,,,
CONFIG_AD5592R,TODO,UNRESOLVED,,,,0,,,
CONFIG_AD5592R_BASE,TODO,UNRESOLVED,,,,0,,,
CONFIG_AD5593R,TODO,UNRESOLVED,,,,0,,,
CONFIG_AD5624R_SPI,TODO,UNRESOLVED,,,,0,,,
CONFIG_AD5686,TODO,UNRESOLVED,,,,0,,,
CONFIG_AD5686_SPI,TODO,UNRESOLVED,,,,0,,,
CONFIG_AD5696_I2C,TODO,UNRESOLVED,,,,0,,,
CONFIG_AD5755,TODO,UNRESOLVED,,,,0,,,
CONFIG_AD5758,TODO,UNRESOLVED,,,,0,,,
CONFIG_AD5761,TODO,UNRESOLVED,,,,0,,,
CONFIG_AD5764,TODO,UNRESOLVED,,,,0,,,
CONFIG_AD5766,TODO,UNRESOLVED,,,,0,,,
CONFIG_AD5770R,TODO,UNRESOLVED,,,,0,,,
CONFIG_AD5791,TODO,UNRESOLVED,,,,0,,,
CONFIG_AD5933,TODO,UNRESOLVED,,,,0,,,
CONFIG_AD7091R,TODO,UNRESOLVED,,,,0,,,
CONFIG_AD7091R5,TODO,UNRESOLVED,,,,0,,,
CONFIG_AD7091R8,TODO,UNRESOLVED,,,,0,,,
CONFIG_AD7124,TODO,UNRESOLVED,,,,0,,,
CONFIG_AD7150,TODO,UNRESOLVED,,,,0,,,
CONFIG_AD7173,TODO,UNRESOLVED,,,,0,,,
CONFIG_AD7191,TODO,UNRESOLVED,,,,0,,,
CONFIG_AD7192,TODO,UNRESOLVED,,,,0,,,
CONFIG_AD7266,TODO,UNRESOLVED,,,,0,,,
CONFIG_AD7280,TODO,UNRESOLVED,,,,0,,,
CONFIG_AD7291,TODO,UNRESOLVED,,,,0,,,
CONFIG_AD7292,TODO,UNRESOLVED,,,,0,,,
CONFIG_AD7293,TODO,UNRESOLVED,,,,0,,,
CONFIG_AD7298,TODO,UNRESOLVED,,,,0,,,
CONFIG_AD7303,TODO,UNRESOLVED,,,,0,,,
CONFIG_AD7380,TODO,UNRESOLVED,,,,0,,,
CONFIG_AD7405,TODO,UNRESOLVED,,,,0,,,
CONFIG_AD74115,TODO,UNRESOLVED,,,,0,,,
CONFIG_AD74413R,TODO,UNRESOLVED,,,,0,,,
CONFIG_AD7476,TODO,UNRESOLVED,,,,0,,,
CONFIG_AD7606,TODO,UNRESOLVED,,,,0,,,
CONFIG_AD7606_IFACE_PARALLEL,TODO,UNRESOLVED,,,,0,,,
CONFIG_AD7606_IFACE_SPI,TODO,UNRESOLVED,,,,0,,,
CONFIG_AD7625,TODO,UNRESOLVED,,,,0,,,
CONFIG_AD7746,TODO,UNRESOLVED,,,,0,,,
CONFIG_AD7766,TODO,UNRESOLVED,,,,0,,,
CONFIG_AD7768_1,TODO,UNRESOLVED,,,,0,,,
CONFIG_AD7779,TODO,UNRESOLVED,,,,0,,,
CONFIG_AD7780,TODO,UNRESOLVED,,,,0,,,
CONFIG_AD7791,TODO,UNRESOLVED,,,,0,,,
CONFIG_AD7793,TODO,UNRESOLVED,,,,0,,,
CONFIG_AD7816,TODO,UNRESOLVED,,,,0,,,
CONFIG_AD7887,TODO,UNRESOLVED,,,,0,,,
CONFIG_AD7923,TODO,UNRESOLVED,,,,0,,,
CONFIG_AD7944,TODO,UNRESOLVED,,,,0,,,
CONFIG_AD7949,TODO,UNRESOLVED,,,,0,,,
CONFIG_AD799X,TODO,UNRESOLVED,,,,0,,,
CONFIG_AD8366,TODO,UNRESOLVED,,,,0,,,
CONFIG_AD8460,TODO,UNRESOLVED,,,,0,,,
CONFIG_AD8801,TODO,UNRESOLVED,,,,0,,,
CONFIG_AD9467,TODO,UNRESOLVED,,,,0,,,
CONFIG_AD9523,TODO,UNRESOLVED,,,,0,,,
CONFIG_AD9739A,TODO,UNRESOLVED,,,,0,,,
CONFIG_AD9832,TODO,UNRESOLVED,,,,0,,,
CONFIG_AD9834,TODO,UNRESOLVED,,,,0,,,
CONFIG_ADA4250,TODO,UNRESOLVED,,,,0,,,
CONFIG_ADAPTEC_STARFIRE,TODO,UNRESOLVED,,,,0,,,
CONFIG_ADB,TODO,UNRESOLVED,,,,0,,,
CONFIG_ADB_CUDA,TODO,UNRESOLVED,,,,0,,,
CONFIG_ADB_IOP,TODO,UNRESOLVED,,,,0,,,
CONFIG_ADB_MACII,TODO,UNRESOLVED,,,,0,,,
CONFIG_ADB_MACIO,TODO,UNRESOLVED,,,,0,,,
CONFIG_ADB_PMU,TODO,UNRESOLVED,,,,0,,,
CONFIG_ADB_PMU_EVENT,TODO,UNRESOLVED,,,,0,,,
CONFIG_ADB_PMU_LED,TODO,UNRESOLVED,,,,0,,,
CONFIG_ADB_PMU_LED_DISK,TODO,UNRESOLVED,,,,0,,,
CONFIG_ADC_BATTERY_HELPER,TODO,UNRESOLVED,,,,0,,,
CONFIG_ADDRESS_MASKING,TODO,UNRESOLVED,,,,0,,,
CONFIG_ADE9000,TODO,UNRESOLVED,,,,0,,,
CONFIG_ADF4350,TODO,UNRESOLVED,,,,0,,,
CONFIG_ADF4371,TODO,UNRESOLVED,,,,0,,,
CONFIG_ADF4377,TODO,UNRESOLVED,,,,0,,,
CONFIG_ADFS_FS,TODO,UNRESOLVED,,,,0,,,
CONFIG_ADFS_FS_RW,TODO,UNRESOLVED,,,,0,,,
CONFIG_ADI,TODO,UNRESOLVED,,,,0,,,
CONFIG_ADIN1100_PHY,TODO,UNRESOLVED,,,,0,,,
CONFIG_ADIN1110,TODO,UNRESOLVED,,,,0,,,
CONFIG_ADIN_PHY,TODO,UNRESOLVED,,,,0,,,
CONFIG_ADIS16080,TODO,UNRESOLVED,,,,0,,,
CONFIG_ADIS16130,TODO,UNRESOLVED,,,,0,,,
CONFIG_ADIS16136,TODO,UNRESOLVED,,,,0,,,
CONFIG_ADIS16201,TODO,UNRESOLVED,,,,0,,,
CONFIG_ADIS16203,TODO,UNRESOLVED,,,,0,,,
CONFIG_ADIS16209,TODO,UNRESOLVED,,,,0,,,
CONFIG_ADIS16260,TODO,UNRESOLVED,,,,0,,,
CONFIG_ADIS16400,TODO,UNRESOLVED,,,,0,,,
CONFIG_ADIS16460,TODO,UNRESOLVED,,,,0,,,
CONFIG_ADIS16475,TODO,UNRESOLVED,,,,0,,,
CONFIG_ADIS16480,TODO,UNRESOLVED,,,,0,,,
CONFIG_ADIS16550,TODO,UNRESOLVED,,,,0,,,
CONFIG_ADI_AXI_ADC,TODO,UNRESOLVED,,,,0,,,
CONFIG_ADI_AXI_DAC,TODO,UNRESOLVED,,,,0,,,
CONFIG_ADI_I3C_MASTER,TODO,UNRESOLVED,,,,0,,,
CONFIG_ADJD_S311,TODO,UNRESOLVED,,,,0,,,
CONFIG_ADM8211,TODO,UNRESOLVED,,,,0,,,
CONFIG_ADMFM2000,TODO,UNRESOLVED,,,,0,,,
CONFIG_ADMV1013,TODO,UNRESOLVED,,,,0,,,
CONFIG_ADMV1014,TODO,UNRESOLVED,,,,0,,,
CONFIG_ADMV4420,TODO,UNRESOLVED,,,,0,,,
CONFIG_ADMV8818,TODO,UNRESOLVED,,,,0,,,
CONFIG_ADRF6780,TODO,UNRESOLVED,,,,0,,,
CONFIG_ADT7316,TODO,UNRESOLVED,,,,0,,,
CONFIG_ADT7316_I2C,TODO,UNRESOLVED,,,,0,,,
CONFIG_ADT7316_SPI,TODO,UNRESOLVED,,,,0,,,
CONFIG_ADUX1020,TODO,UNRESOLVED,,,,0,,,
CONFIG_ADVANTECH_EC_WDT,TODO,UNRESOLVED,,,,0,,,
CONFIG_ADVANTECH_WDT,TODO,UNRESOLVED,,,,0,,,
CONFIG_ADVISE_SYSCALLS,TODO,UNRESOLVED,,,,0,,,
CONFIG_ADV_SWBUTTON,TODO,UNRESOLVED,,,,0,,,
CONFIG_ADXL313,TODO,UNRESOLVED,,,,0,,,
CONFIG_ADXL313_I2C,TODO,UNRESOLVED,,,,0,,,
CONFIG_ADXL313_SPI,TODO,UNRESOLVED,,,,0,,,
CONFIG_ADXL345,TODO,UNRESOLVED,,,,0,,,
CONFIG_ADXL345_I2C,TODO,UNRESOLVED,,,,0,,,
CONFIG_ADXL345_SPI,TODO,UNRESOLVED,,,,0,,,
CONFIG_ADXL355,TODO,UNRESOLVED,,,,0,,,
CONFIG_ADXL355_I2C,TODO,UNRESOLVED,,,,0,,,
CONFIG_ADXL355_SPI,TODO,UNRESOLVED,,,,0,,,
CONFIG_ADXL367,TODO,UNRESOLVED,,,,0,,,
